age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
27,Private,Some-college,10,Never-married,Tech-support,Not-in-family,40,United-States,<=50K
33,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
24,Private,Some-college,10,Never-married,Sales,Not-in-family,37,United-States,<=50K
26,Private,HS-grad,9,Never-married,Sales,Own-child,40,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
20,Private,5th-6th,3,Never-married,Craft-repair,Other-relative,40,Mexico,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
75,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,40,United-States,<=50K
35,Private,Some-college,10,Divorced,Tech-support,Unmarried,32,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
23,Self-emp-not-inc,11th,7,Never-married,Handlers-cleaners,Not-in-family,40,United-States,<=50K
74,Private,HS-grad,9,Widowed,Other-service,Not-in-family,12,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
43,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,60,United-States,<=50K
53,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,40,United-States,>50K
21,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,Canada,<=50K
21,?,Some-college,10,Never-married,?,Own-child,40,United-States,<=50K
55,Private,1st-4th,2,Never-married,Other-service,Not-in-family,40,Dominican-Republic,<=50K
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,10,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
62,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,17,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,50,United-States,<=50K
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,55,United-States,<=50K
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,40,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,40,United-States,<=50K
31,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,40,United-States,<=50K
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,48,United-States,<=50K
17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,20,United-States,<=50K
27,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,32,United-States,<=50K
38,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
38,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,52,United-States,>50K
41,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Sales,Own-child,20,United-States,<=50K
70,?,Doctorate,16,Married-civ-spouse,?,Husband,2,United-States,>50K
39,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,60,United-States,>50K
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,99,United-States,<=50K
63,Private,Bachelors,13,Divorced,Other-service,Not-in-family,10,United-States,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,12,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,20,United-States,<=50K
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,40,United-States,>50K
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,25,United-States,<=50K
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
37,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,40,United-States,<=50K
28,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,38,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,25,United-States,<=50K
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,>50K
27,Private,Some-college,10,Never-married,Other-service,Own-child,40,United-States,<=50K
44,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,38,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,Philippines,<=50K
38,Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Husband,60,United-States,<=50K
52,Private,10th,6,Widowed,Other-service,Unmarried,40,United-States,<=50K
68,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,35,United-States,>50K
55,Private,7th-8th,4,Widowed,Priv-house-serv,Unmarried,30,United-States,<=50K
41,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,50,United-States,<=50K
36,Private,11th,7,Widowed,Adm-clerical,Unmarried,40,United-States,<=50K
35,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,48,United-States,<=50K
62,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,45,United-States,<=50K
32,Private,Some-college,10,Never-married,Tech-support,Not-in-family,40,United-States,<=50K
57,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,60,Canada,>50K
42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,20,United-States,>50K
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
34,Private,11th,7,Never-married,Adm-clerical,Not-in-family,30,United-States,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
36,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
43,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,>50K
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
48,Local-gov,Masters,14,Separated,Prof-specialty,Not-in-family,50,United-States,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,20,Philippines,<=50K
28,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
35,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,50,Jamaica,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,40,United-States,<=50K
32,Private,Masters,14,Never-married,Adm-clerical,Unmarried,40,United-States,<=50K
37,Private,11th,7,Never-married,Other-service,Unmarried,40,United-States,<=50K
24,?,HS-grad,9,Never-married,?,Unmarried,40,United-States,<=50K
73,?,Masters,14,Married-civ-spouse,?,Wife,16,United-States,>50K
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,45,United-States,<=50K
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,38,United-States,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
26,Private,11th,7,Married-civ-spouse,Other-service,Wife,36,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,48,United-States,>50K
61,State-gov,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,60,United-States,<=50K
34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,50,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,55,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
42,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,52,United-States,>50K
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,30,United-States,<=50K
48,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,40,United-States,<=50K
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,52,United-States,<=50K
47,Private,Some-college,10,Separated,Machine-op-inspct,Not-in-family,65,United-States,>50K
50,Local-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,35,United-States,<=50K
57,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,45,United-States,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
28,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,40,United-States,>50K
42,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,50,United-States,>50K
53,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
39,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,45,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,20,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
50,Private,Masters,14,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
58,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,>50K
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,40,United-States,<=50K
66,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
59,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
21,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,20,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,60,United-States,<=50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,60,United-States,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,40,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
64,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,35,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,30,United-States,<=50K
59,Self-emp-inc,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,55,United-States,>50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,30,United-States,<=50K
55,Self-emp-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,40,Cuba,<=50K
20,Private,Some-college,10,Never-married,Tech-support,Not-in-family,32,United-States,<=50K
28,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
34,Private,Some-college,10,Never-married,Tech-support,Not-in-family,50,United-States,<=50K
20,Never-worked,HS-grad,9,Married-spouse-absent,?,Other-relative,35,United-States,<=50K
41,Private,Bachelors,13,Divorced,Tech-support,Unmarried,40,United-States,>50K
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,55,?,<=50K
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,Japan,<=50K
42,State-gov,Some-college,10,Divorced,Tech-support,Not-in-family,40,United-States,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,42,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,35,United-States,<=50K
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,40,Mexico,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,Mexico,<=50K
30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,40,United-States,>50K
67,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,20,United-States,>50K
46,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,44,United-States,<=50K
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,52,United-States,<=50K
42,Self-emp-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
18,?,11th,7,Never-married,?,Own-child,16,Mexico,<=50K
34,Self-emp-inc,Assoc-acdm,12,Divorced,Other-service,Unmarried,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,>50K
48,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,32,United-States,<=50K
38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
28,Private,Some-college,10,Separated,Adm-clerical,Unmarried,37,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,40,United-States,<=50K
43,Private,7th-8th,4,Widowed,Other-service,Unmarried,38,Mexico,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
54,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,35,United-States,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,40,Mexico,<=50K
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,48,United-States,<=50K
18,Private,11th,7,Never-married,Machine-op-inspct,Own-child,21,United-States,<=50K
45,Private,HS-grad,9,Widowed,Priv-house-serv,Own-child,25,United-States,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Own-child,20,United-States,<=50K
47,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,45,United-States,<=50K
23,Private,Bachelors,13,Never-married,Transport-moving,Own-child,40,United-States,<=50K
36,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,40,United-States,<=50K
23,Private,10th,6,Never-married,Other-service,Not-in-family,30,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
67,?,Some-college,10,Widowed,?,Not-in-family,5,United-States,<=50K
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
52,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
47,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
47,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,40,Italy,<=50K
29,Private,Some-college,10,Divorced,Other-service,Own-child,24,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,20,United-States,<=50K
66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,17,United-States,>50K
38,Private,Some-college,10,Separated,Machine-op-inspct,Unmarried,50,United-States,<=50K
67,?,HS-grad,9,Married-civ-spouse,?,Husband,32,United-States,>50K
33,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,50,United-States,<=50K
51,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
30,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,55,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,40,United-States,<=50K
58,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
56,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
41,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
43,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,65,United-States,>50K
73,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,25,United-States,<=50K
45,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
18,Self-emp-not-inc,11th,7,Never-married,Adm-clerical,Own-child,20,United-States,<=50K
33,Private,12th,8,Divorced,Machine-op-inspct,Own-child,40,United-States,<=50K
20,Private,12th,8,Never-married,Adm-clerical,Own-child,20,United-States,<=50K
37,Private,9th,5,Married-civ-spouse,Other-service,Wife,40,Hong,<=50K
29,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Other-service,Own-child,40,United-States,<=50K
61,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
27,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,30,United-States,<=50K
47,Private,Preschool,1,Never-married,Sales,Unmarried,40,Haiti,<=50K
56,Private,HS-grad,9,Separated,Sales,Unmarried,16,United-States,<=50K
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,40,United-States,<=50K
